4.492079855,0.1357833
4.457986111,0.178300309
4.405993152,0.305851336
4.359966597,0.305851336
4.313087699,0.305851336
4.285812704,0.348368345
4.250866617,0.305851336
4.221034591,0.263334327
4.172451006,0.348368345
4.129833826,0.348368345
4.077840866,0.433402363
4.039485404,0.56095339
3.985787757,0.731021426
3.931237767,0.858572453
3.886063556,0.901089462
3.841741689,1.113674507
3.788896386,1.283742543
3.734346395,1.623878615
3.69769562,1.751429643
3.65252141,1.921497679
3.605642512,2.091565715
3.55791127,2.219116742
3.517851121,2.346667769
3.478643315,2.516735805
3.424093325,2.899388886
3.370395678,3.197007949
3.316698031,3.537144022
3.274080851,3.962314112
3.234873046,4.174899157
3.198222271,4.515035229
3.158162122,4.940205319
3.109578537,5.450409428
3.071223075,5.960613536
3.032015269,6.513334653
2.997069181,7.151089789
2.96127075,7.831361933
2.929734037,8.511634077
2.895640293,9.319457249
2.865808267,10.21231444
2.839385615,11.27523966
2.817224682,12.21061386
2.791654374,13.69870918
2.768641097,15.52694057
2.753298912,17.35517195
2.741366102,19.18340334
2.731137978,21.01163473
2.722614542,22.49973005
2.712386419,24.11537639
2.700453609,25.68850572
2.686816111,27.21911805
2.673178614,28.57966234
2.657836429,29.72762158
2.639937213,30.70551279
2.618628623,31.81095502
2.590501284,32.78884623
2.558964571,33.55415239
2.526575514,34.02183949
2.500152863,34.57456061
2.46861615,34.74462865
2.428556,34.9997307
2.388495851,35.29734976
2.356106794,35.38238378
2.326274768,35.50993481
2.294738055,35.76503686
2.262348998,36.06265592
2.228255254,36.57286003
2.193309167,37.08306414
2.156658392,37.89088731
2.121712304,38.7837445
2.086766217,39.84666973
2.056934191,40.86707794
2.029659196,42.0575542
1.998122483,43.4606155
1.974256862,44.94871081
1.951243585,46.73442519
1.931639682,48.30755452
1.910331092,50.00823488
1.889874845,51.4963302
1.864304537,53.53714663
1.840438917,55.32286101
1.817425639,56.76843932
1.796969393,57.87388155
1.77736549,59.0218408
1.756909244,59.957215
1.731338936,61.19020826
1.703211597,62.29565049
1.674231915,63.2735417
1.642695201,64.12388188
1.603487396,65.05925608
1.558313185,65.73952822
1.522514754,66.33476635
1.484159292,66.80245345
1.443246799,67.27014055
1.414267117,67.39769158
1.375059311,67.73782765
1.334146818,68.33306577
1.302610105,69.09837194
1.283006202,69.56605904
1.268516361,70.11878015
1.251469489,70.67150127
1.218228089,71.77694351
1.188396063,72.75483471
1.152597632,73.81775994
1.125322636,74.79565115
1.098047641,75.60347432
1.063101554,76.41129749
1.027303122,77.04905262
0.985538286,77.68680776
0.942068762,78.28204589
0.895189864,78.834767
0.852572684,79.47252214
0.81592191,80.11027727
0.78523754,80.79054942
0.757110201,81.81095763
0.726425832,83.00143389
0.702560211,83.97932509
0.676989903,85.12728434
0.651419595,86.31776059
0.620735225,87.63578787
0.592607887,88.52864506
0.559366486,89.42150225
0.527829773,90.27184243
0.492883685,90.95211457
0.459642285,91.71742074
0.421286823,92.44020989
0.386340735,93.16299904
0.351394648,93.8857882
0.313039186,94.52354333
0.275536067,95.24633249
0.242294667,95.84157061
0.203939205,96.47932575
0.174107179,96.94701285
0.142570466,97.45721696
0.110181409,98.00993807
0.080349383,98.43510816
0.051369701,99.03034629
0.026651736,99.41299937
0.009604864,99.62558442
0,100
